,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7259,35966453,Big sale大优惠2minMRT seaview近地铁市中心精装修高楼无敌海景房…,49255774,Kelly,North Region,Central Water Catchment,1.35284,103.8201,Entire home/apt,299,2,0,,,6,20
7261,35975427,1mins to CBD centre MRT 2BR high floor appartment,221938261,Sally,Central Region,Downtown Core,1.27691,103.8456,Entire home/apt,350,2,0,,,2,111
7266,36004741,1BR WIFI/POOL/GYM @ ZhongShanMall Area,209913841,Richards,Central Region,Novena,1.32846,103.8488,Entire home/apt,137,15,0,,,157,365
7267,36005112,Small Room at Somerset/Orchard/Central Area,262337792,Herman,Central Region,River Valley,1.2939399999999999,103.83667,Private room,40,6,0,,,11,258
7268,36006499,❀❀2BR Luxury Phenthouse Near Central,8492007,Alvin,Central Region,Kallang,1.32956,103.86375,Entire home/apt,201,7,0,,,203,309
7269,36008984,LAVISHLY APPOINTED 2BR @ ORCHARD TURN,156409670,Rajan,Central Region,Orchard,1.30365,103.83242,Entire home/apt,560,6,0,,,78,364
7270,36009935,FASCINATING 1 BEDROOM WITH 2 BATH ON HAVELOCK RD.,238891646,Neha,North Region,Central Water Catchment,1.3523,103.82075,Entire home/apt,269,2,0,,,34,364
7271,36010500,GRANDIOSE 3BR APARTMENT @ ORCHARD ROAD,156409670,Rajan,Central Region,River Valley,1.30233,103.83163,Entire home/apt,890,6,0,,,78,364
7273,36013750,LAVISHLY APPOINTED 2BR @ ORCHARD TURN,138649185,Paridhi,Central Region,River Valley,1.3019,103.83169000000001,Entire home/apt,569,6,0,,,76,364
7274,36014770,10 mins walk to 2  MRT stops Kallang/Potong Pasir,234870042,Kevin,Central Region,Kallang,1.32879,103.86403,Entire home/apt,219,7,0,,,28,264
7275,36016056,GRANDIOSE 3BR APARTMENT @ ORCHARD ROAD,138649185,Paridhi,Central Region,Orchard,1.3039399999999999,103.83294000000001,Entire home/apt,700,6,0,,,76,364
7276,36021013,1 Min Mrt CBD high floor w city view 市中心高楼1 分钟地铁站,131894662,Stone,Central Region,Downtown Core,1.27726,103.84503000000001,Entire home/apt,350,2,0,,,2,164
7280,36047529,Master Room at Somerset/Orchard/Central Area,262337792,Herman,Central Region,River Valley,1.29481,103.83792,Private room,65,6,0,,,11,252
7281,36047837,Common Rooms @Somerset/Orchard/Central Area,262337792,Herman,Central Region,River Valley,1.29487,103.83714,Private room,57,13,0,,,11,278
7282,36053005,Close to Orchard Condo Guest Room w Private Bath,8200399,V/,Central Region,Novena,1.3177,103.84586,Private room,57,25,0,,,10,62
7284,36061974,S -  Comfy Modern Apt 3 min to Orchard Rd,239242652,Shasha,Central Region,Tanglin,1.29724,103.82954000000001,Entire home/apt,146,1,0,,,25,208
7285,36062413,S - Bright Modern 1 BRM Apt 3 mins to Orchard Rd,239242652,Shasha,Central Region,Tanglin,1.29576,103.8291,Entire home/apt,139,2,0,,,25,101
7289,36082768,❀❀❀3BR Near Town @ Central Of Singapore & MRT,8492007,Alvin,Central Region,Novena,1.3267799999999998,103.84903,Entire home/apt,287,7,0,,,203,271
7290,36085663,☀ COSY PENTHOUSE 2BR w/ QUEEN BEDS FOR STAY ☀,219550151,Rain,Central Region,Kallang,1.32789,103.86425,Entire home/apt,208,7,0,,,113,365
7293,36092964,"ELEGANT 3BR in SERAYA LANE, EAST SIDE",138649185,Paridhi,Central Region,Marine Parade,1.30649,103.89806,Entire home/apt,350,3,0,,,76,238
7299,36118133,Charming 1BR APT w Balcony near Queenstown MRT,66406177,Jay,Central Region,Queenstown,1.29576,103.80738000000001,Entire home/apt,125,21,0,,,274,26
7300,36118315,Charming 2BR APT w Balcony near Queenstown MRT,66406177,Jay,North Region,Central Water Catchment,1.35111,103.81952,Entire home/apt,158,14,0,,,274,2
7301,36119464,Room for single occupant near Woodleigh MRT,257110791,Cj,Central Region,Toa Payoh,1.3353899999999999,103.87864,Private room,44,30,0,,,3,76
7302,36120480,STUDIO APARTMENT PAYA LEBAR SMRT STATION 387540,69005937,Keith,Central Region,Geylang,1.3147799999999998,103.8849,Private room,50,90,0,,,11,365
7303,36122224,"WALK TO SOMERSET MRT, GRAND 2-BR SUITE",156409670,Rajan,Central Region,Orchard,1.3001200000000002,103.84273,Entire home/apt,560,6,0,,,78,364
7307,36131561,"3-BR FAMILY SUITE, CLOSE to SOMERSET MRT",156409670,Rajan,Central Region,Museum,1.29879,103.84314,Entire home/apt,719,6,0,,,78,364
7308,36153168,Comfort Loft Apartment with Large Balcony,220918641,Sharon,Central Region,Kallang,1.31558,103.85423,Entire home/apt,350,2,0,,,14,302
7309,36156090,"WALK TO SOMERSET MRT, GRAND 2-BR SUITE",138649185,Paridhi,Central Region,Museum,1.2988600000000001,103.84219,Entire home/apt,560,6,0,,,76,364
7310,36156663,"3-BR FAMILY SUITE, CLOSE to SOMERSET MRT",138649185,Paridhi,Central Region,River Valley,1.2990700000000002,103.84076999999999,Entire home/apt,719,6,0,,,76,364
7311,36156691,Check it out airbnb @ punggol waterway view,271954097,Jaq,North-East Region,Punggol,1.40345,103.91401,Private room,50,2,0,,,1,5
7313,36159717,3 bedroom near farrer park mrt,29420853,Aaron,Central Region,Kallang,1.31679,103.85307,Entire home/apt,281,30,0,,,141,365
7314,36167207,Master M4 +bathroom @ heritage apartment. (3mth+),8948251,Joey,Central Region,Kallang,1.3128600000000001,103.85973,Private room,58,18,0,,,83,360
7315,36184589,阳光庭,157846928,Alex,East Region,Pasir Ris,1.37021,103.94633,Private room,39,90,0,,,2,179
7316,36185551,李白曰,157846928,Alex,East Region,Pasir Ris,1.37279,103.94524,Private room,49,90,0,,,2,179
7317,36194644,SUITE ROOM - ION Orchard MRT 12-Minute Walking,68750572,James,Central Region,River Valley,1.30026,103.8269,Private room,161,90,0,,,1,365
7321,36212436,♥♥Beautiful Penthouse w nice balcony @ Town msl01,31464513,Darcy,Central Region,Kallang,1.3286,103.86555,Entire home/apt,287,7,0,,,114,365
7322,36212899,♪♪Stamford American School Penthouse (msl01),31464513,Darcy,Central Region,Kallang,1.3292,103.86416,Entire home/apt,250,28,0,,,114,365
7323,36214603,Twin room Near train & food Clean quiet windy safe,4850041,Brandon,North Region,Woodlands,1.42934,103.77864,Private room,22,2,0,,,3,93
7325,36216542,Spacious 1+1 Room 2 near MRT in the East,184792657,Alee,Central Region,Geylang,1.3147799999999998,103.90006,Private room,49,2,0,,,6,193
7327,36224765,Private bedroom for long term sublet,20004233,Venkata Krishnan,North Region,Yishun,1.43454,103.82781999999999,Private room,40,180,0,,,1,331
7329,36226718,1 bedroom in amazing new condo with splendid lake!,272468399,Rachel,West Region,Jurong West,1.34585,103.72523000000001,Private room,51,1,0,,,1,81
7331,36238267,Private room 5 min walk to MRT (Downtown line),58558297,Tricia,West Region,Bukit Panjang,1.37099,103.76914000000001,Private room,56,7,0,,,2,62
7335,36253999,Pasir Ris Near To Airport & Beach Holiday !,148296216,Violet,East Region,Pasir Ris,1.37604,103.93242,Private room,44,45,0,,,1,335
7336,36255440,STYLISHLY DECORATED 3-BR APARTMENT@CLARKE QUAY,156409670,Rajan,Central Region,Singapore River,1.28857,103.84376,Entire home/apt,669,6,0,,,78,364
7340,36285346,RIVERSIDE 2 BEDROOM APARTMENT@ RQ,156409670,Rajan,Central Region,Singapore River,1.2919399999999999,103.84225,Entire home/apt,550,6,0,,,78,364
7343,36315855,Cozy apartment 10 mins walk to Aljunied,23722617,Alex,Central Region,Geylang,1.31387,103.88588,Entire home/apt,85,15,0,,,84,69
7345,36319795,☀ BEAUTIFUL & SPACIOUS 3BR @ FARRERPARK FOR STAY☀,219550151,Rain,Central Region,Kallang,1.317,103.85051,Entire home/apt,400,7,0,,,113,365
7347,36324726,WELCOMING 1-BR on PATERSON Rd. Orchard,138649185,Paridhi,Central Region,River Valley,1.30186,103.82883000000001,Entire home/apt,460,5,0,,,76,365
7348,36325967,Family room for 4 pax,43228625,Gfourstation,Central Region,Rochor,1.30385,103.84915,Shared room,131,1,0,,,14,351
7349,36332365,Modern CENTRAL 3BR+2BA 1 min to MRT Sky Swimming,81596134,Lucy,Central Region,Toa Payoh,1.32921,103.86724,Entire home/apt,281,5,0,,,16,71
7350,36333873,RIVERSIDE 2 BEDROOM APARTMENT@ RQ,138649185,Paridhi,Central Region,Singapore River,1.29074,103.84246,Entire home/apt,550,6,0,,,76,364
7351,36341297,Big Room 7 min from Redhill MRT (Dog Lovers only),46943592,Tricia,Central Region,Bukit Merah,1.28807,103.81201,Private room,31,7,0,,,1,8
7355,36358212,"HIGH CEILING, <15mins to MRT Dhoby, Somerset, CQ",27846078,Hillary,Central Region,River Valley,1.29651,103.84108,Entire home/apt,319,5,0,,,1,349
7358,36362337,DECOROUS AND ELEGANT 2BR APARTMENT@CLARKQUAY,156409670,Rajan,Central Region,Singapore River,1.28871,103.84264,Entire home/apt,581,6,0,,,78,364
7359,36362495,Amazing Views! Spacious 3 Bedder For Rent!,32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28134,103.85301,Entire home/apt,160,90,0,,,41,365
7360,36364608,"Potong Pasir, Super big master room",273460403,Jimmy,Central Region,Toa Payoh,1.3310899999999999,103.86784,Private room,100,90,0,,,1,90
7367,36414224,Beautiful rooms Modern condo in East Coast,115509710,Megy,East Region,Bedok,1.31342,103.93945,Private room,60,1,0,,,1,56
7368,36427750,"CBD Studio, 3 min walk to Tanjong Pagar MRT",66406177,Jay,Central Region,Downtown Core,1.27398,103.84553000000001,Entire home/apt,132,30,0,,,274,345
7369,36430798,❤❤Beautiful 2 Bedroom Unit @ Central Area G2,209913841,Richards,Central Region,Geylang,1.31251,103.88735,Entire home/apt,182,5,0,,,157,353
7370,36434186,Beautiful & Spacious 1 BR Apt @ Balestier,209913841,Richards,Central Region,Novena,1.31999,103.85334,Entire home/apt,137,20,0,,,157,365
7371,36446329,Homely Common Room @Harbourfront/Southern area,262337792,Herman,Central Region,Bukit Merah,1.2765,103.81308,Private room,35,1,0,,,11,299
7373,36457453,♛1BR Apt Near Bugis,201034613,Marcelo,Central Region,Rochor,1.30072,103.85028,Entire home/apt,140,7,0,,,67,260
7375,36488746,☀ BEAUTIFUL & COSY 1BR w/ QUEEN BED FOR STAY☀,219550151,Rain,Central Region,Novena,1.32344,103.85221,Entire home/apt,168,4,0,,,113,365
7377,36489995,"Rents are reasonable
Highly cleanliness",274368510,Thaslimah,North-East Region,Hougang,1.37121,103.88038,Private room,50,30,0,,,1,173
7378,36490863,Cairnhill,74074683,Jeremy,Central Region,Newton,1.30912,103.83751,Entire home/apt,200,90,0,,,1,177
7379,36492006,cityview studio near Tanjong pagar MRT,60875122,Lara,Central Region,Outram,1.28047,103.84747,Entire home/apt,149,80,0,,,1,179
7380,36503309,Resort Style Living 2 @ Changi,228617687,Flemmin,East Region,Pasir Ris,1.35533,103.96751,Private room,67,1,0,,,2,246
7383,36512514,Comfy S28 At Central Location,274509582,Max,Central Region,Kallang,1.31538,103.85772,Private room,22,2,0,,,1,1
7386,36530311,"1960s Loftbed Rm2, lavender bugis",8948251,Joey,Central Region,Kallang,1.31141,103.86142,Private room,50,18,0,,,83,362
7389,36570555,"Furnished, Homely 2BR APT near Bouna Vista MRT",66406177,Jay,Central Region,Queenstown,1.30407,103.78334,Entire home/apt,158,30,0,,,274,258
7392,36586914,"GIANT 1 BEDROOM APARTMENT, SHENTON WAY",238891646,Neha,Central Region,Downtown Core,1.2740799999999999,103.84478,Entire home/apt,206,28,0,,,34,364
7394,36587985,downtown nice night view condo master-room,114489756,Jessica,Central Region,Kallang,1.32733,103.86258000000001,Private room,60,5,0,,,3,335
7398,36618900,Deluxe Family Suite in City Centre (Private Bath),264230720,Capsule Hotel,Central Region,Singapore River,1.28719,103.8495,Private room,250,1,0,,,8,234
7400,36620611,"City,(2~3pax)Loft Alcove, Super WIFI,Clean&Cosy",12067440,Tommy,Central Region,Kallang,1.31098,103.86004,Private room,90,1,0,,,20,359
7406,36645003,2BR Clean & Quiet Apt Near MRT,201034613,Marcelo,Central Region,Rochor,1.30671,103.84833,Entire home/apt,181,16,0,,,67,365
7409,36654301,EXTRAVAGANT 3-BEDROOM APARTMENT@ANTHONY ROAD,156409670,Rajan,Central Region,Newton,1.30856,103.83883,Entire home/apt,881,6,0,,,78,364
7415,36677487,1 BR premium condo. 5min to town (3O),272628979,Alvin,Central Region,Kallang,1.32694,103.86676,Entire home/apt,129,3,0,,,7,345
7417,36678853,Private room in ground floor apartment,3843825,Chayying,Central Region,Geylang,1.31371,103.89811999999999,Private room,81,1,0,,,1,363
7419,36681333,"Studio Apartment near Novena, Balestier area",2235699,Yin,Central Region,Novena,1.32534,103.84075,Entire home/apt,110,180,0,,,1,363
7420,36681447,"1 Bedroom Luxury condo, near Shaw Balestier (C7)",105167673,Martin,Central Region,Novena,1.32561,103.85509,Entire home/apt,126,7,0,,,6,358
7424,36686059,Hotel 1887 Single Room No Windows served Breakfast,7614592,Bryan,Central Region,Outram,1.2837399999999999,103.84493,Private room,110,1,0,,,14,359
7429,36737534,❦❦Amazing Spacious 2 Bedroom Apt Unit @ Central,8492007,Alvin,Central Region,Geylang,1.31341,103.88745,Entire home/apt,228,3,0,,,203,353
7430,36738948,"Economical & Modern 1 BR apartment, Beach Road",238891646,Neha,Central Region,Kallang,1.30339,103.86125,Entire home/apt,158,27,0,,,34,364
7431,36746429,Westcoast Beautiful 3BR Clementi condo near NUS,47225556,Hong,West Region,Clementi,1.3196700000000001,103.75947,Entire home/apt,119,30,0,,,1,72
7436,36778944,"Entire 5 bedroom apartment with Garden view, MRT!",119613097,Su Moy,Central Region,Rochor,1.3075299999999999,103.84691,Entire home/apt,600,1,0,,,27,362
7437,36785495,Cosy Common Room,252457369,Jeannie,North Region,Woodlands,1.43347,103.80066,Private room,40,2,0,,,2,27
7439,36792975,Sheng li apartment,276550339,Quinn,Central Region,Singapore River,1.2924,103.84294,Entire home/apt,106,1,0,,,1,180
7440,36793583,70$/day - condo room available with all Facilities,104602837,Puneet,North-East Region,Hougang,1.37473,103.89995,Private room,69,2,0,,,2,34
7445,36812682,2BR Town Stay mins to orchard (ssp2br),32184450,Apollo,Central Region,Rochor,1.30005,103.85061,Entire home/apt,235,28,0,,,67,261
7455,36821364,"Private Triple Cabin,5 min walk to Chinatown MRT",223971227,Fang,Central Region,Outram,1.2823,103.84639,Private room,153,1,0,,,14,1
7456,36821890,❀❀❀ Amazing Spacious 3 Bedroom @ Bugis Area,8492007,Alvin,Central Region,Rochor,1.30135,103.85194,Entire home/apt,287,3,0,,,203,263
7457,36832175,Central Cosy 2 Queen-Beds Studio @Orchard/Somerset,130253885,B.C,Central Region,River Valley,1.29634,103.83898,Entire home/apt,160,2,0,,,3,343
7459,36833122,Ensuite Room Orchard Road Two Super Single beds,174094852,Home,Central Region,River Valley,1.29748,103.83367,Private room,68,4,0,,,5,4
7465,36852543,"FAMILY 3BR IN NOVENA, SINGAPORE",156409670,Rajan,North Region,Central Water Catchment,1.3524399999999999,103.81877,Entire home/apt,494,3,0,,,78,331
7467,36853911,City-located studio loft apartment *BRAND NEW*,66406177,Jay,Central Region,Kallang,1.30295,103.86164000000001,Entire home/apt,106,30,0,,,274,271
7468,36854500,City-located 1BR loft apartment *BRAND NEW*,66406177,Jay,Central Region,Rochor,1.30145,103.86143,Entire home/apt,136,30,0,,,274,55
7469,36855460,City-located studio loft apartment *BRAND NEW*,66406177,Jay,Central Region,Kallang,1.30345,103.86164000000001,Entire home/apt,106,30,0,,,274,332
7470,36855972,City-located 1BR loft apartment *BRAND NEW*,66406177,Jay,Central Region,Kallang,1.30277,103.86287,Entire home/apt,136,30,0,,,274,270
7471,36857064,City-located studio loft apartment *BRAND NEW*,66406177,Jay,Central Region,Kallang,1.30312,103.86314,Entire home/apt,106,30,0,,,274,271
7472,36857203,Sweet Potato Loft,8527085,Ben,Central Region,Newton,1.3058100000000001,103.84739,Entire home/apt,101,2,0,,,38,278
7473,36857645,City-located 1BR loft apartment *BRAND NEW*,66406177,Jay,Central Region,Kallang,1.3027799999999998,103.86265999999999,Entire home/apt,136,30,0,,,274,249
7474,36858565,City-located studio apartment *BRAND NEW*,66406177,Jay,Central Region,Kallang,1.3028,103.86321,Entire home/apt,106,30,0,,,274,44
7475,36859434,City-located 1BR loft apartment *BRAND NEW*,66406177,Jay,Central Region,Kallang,1.30302,103.86358,Entire home/apt,136,30,0,,,274,288
7476,36860135,Pleasant & Comfy 1BR APT 3 mins from Potong Pasir,66406177,Jay,Central Region,Toa Payoh,1.33148,103.86693000000001,Entire home/apt,122,30,0,,,274,240
7477,36860685,Pleasant & Comfy 2BR APT 3 mins from Potong Pasir,66406177,Jay,Central Region,Toa Payoh,1.33149,103.86624,Entire home/apt,137,30,0,,,274,240
7480,36882509,Well Located Cosy and Peaceful Private Apartment,277223691,Jim,North-East Region,Hougang,1.36921,103.87768,Entire home/apt,85,90,0,,,1,365
7484,36894953,✪✪✪Amazing Spacious 3 Bedroom Apt @ Farrer Park,8492007,Alvin,Central Region,Kallang,1.3176,103.85013000000001,Entire home/apt,287,3,0,,,203,365
7486,36920538,Ideal place for travellers 4,20883050,Alvin,Central Region,Geylang,1.3118,103.88306,Private room,60,1,0,,,37,365
7487,36925569,A nice and cosy place for travellers,20883050,Alvin,Central Region,Geylang,1.3109600000000001,103.88291,Private room,60,1,0,,,37,360
7492,36983008,Boon Keng (NearLittle india),101835911,Himanshu,Central Region,Kallang,1.3191899999999999,103.86046999999999,Private room,40,180,0,,,1,180
7493,36983191,Fully furnished room for long stay( family style),25401069,Ashu,North-East Region,Sengkang,1.39189,103.89336,Private room,32,4,0,,,2,355
7494,36983957,"1 BEDROOM APARTMENT, NOVENA",238891646,Neha,Central Region,Novena,1.31497,103.84114,Entire home/apt,231,3,0,,,34,364
7495,36984339,"2 BEDROOM APARTMENT, BUONA VISTA",156409670,Rajan,Central Region,Queenstown,1.3047,103.78402,Private room,319,3,0,,,78,364
7497,36986741,"SOOTHING 3 BR APARTMENT, BOUNA VISTA SINGAPORE",238891646,Neha,Central Region,Queenstown,1.30274,103.78505,Entire home/apt,349,3,0,,,34,364
7500,36991222,Cozy entire place near Novena Station,278109833,Belle,Central Region,Novena,1.31764,103.84744,Private room,100,1,0,,,31,32
7501,36993687,❤❤Beautiful 2 Bedroom Unit Near Dakota MRT,209913841,Richards,Central Region,Geylang,1.3130600000000001,103.88675,Entire home/apt,187,3,0,,,157,349
7503,36999903,"Creative Living Space (Eat, Pray & Love)",278174936,Jayna,North-East Region,Punggol,1.40155,103.90629,Shared room,75,2,0,,,1,142
7506,37023580,☀ BEAUTIFUL & COSY 1BR w/ QUEEN BED FOR STAY☀,219550151,Rain,Central Region,Novena,1.32734,103.84861,Entire home/apt,158,5,0,,,113,365
7507,37025331,1 Bedroom Near NOVENA & Zhong Shan Mall,29420853,Aaron,Central Region,Novena,1.32697,103.84773,Entire home/apt,131,10,0,,,141,341
7508,37027599,Superior Private Room in the heart of Novena,55611829,Christine,Central Region,Novena,1.31819,103.84893000000001,Entire home/apt,106,3,0,,,15,14
7511,37030768,1 BR premium condo. 5min to town (7O),272628979,Alvin,Central Region,Novena,1.32569,103.85365999999999,Entire home/apt,128,7,0,,,7,365
7512,37030900,"1 BEDROOM CONDO, 5 MINS TO TOWN  (BALESTIER C14)",105167673,Martin,Central Region,Novena,1.32501,103.85432,Entire home/apt,122,14,0,,,6,365
7516,37058988,highrise loftbed room1 @ chinatown heritage,8948251,Joey,Central Region,Outram,1.2846899999999999,103.84331999999999,Private room,49,90,0,,,83,236
7518,37060879,Simple Studio for 2 near Raffles and Chinatown,55611829,Christine,Central Region,Outram,1.28134,103.8472,Entire home/apt,140,3,0,,,15,45
7519,37062341,"Family Studio, few mins to Marina Bay Sands!",55611829,Christine,Central Region,Outram,1.28284,103.84666999999999,Entire home/apt,160,3,0,,,15,16
7520,37063111,Family Room near Amoy Street/Lau Pa Sat Food Ctr,55611829,Christine,Central Region,Outram,1.2827600000000001,103.84528,Entire home/apt,181,3,0,,,15,48
7522,37065724,"5 bedroom apt, 5 bathroom,kitchen for 17-19 paxes!",211434562,Paryani,Central Region,Rochor,1.30736,103.85499,Entire home/apt,700,1,0,,,64,365
7523,37066137,RV Point 1 bedroom best place for a couple.,234870042,Kevin,Central Region,Singapore River,1.29354,103.84291999999999,Entire home/apt,156,3,0,,,28,325
7524,37066651,3 Bedroom Near Kallang MRT,29420853,Aaron,Central Region,Geylang,1.31244,103.87536,Entire home/apt,258,3,0,,,141,353
7525,37067028,Studio Apt Nearby Outram park mrt,201034613,Marcelo,Central Region,Bukit Merah,1.27278,103.83291,Entire home/apt,150,20,0,,,67,365
7526,37067343,Downtown Core 1 BR for up to 4pax,55611829,Christine,Central Region,Outram,1.28219,103.84503000000001,Entire home/apt,181,3,0,,,15,71
7527,37068984,139 Tyrwhitt Road 2 bedroom near Citysquare,234870042,Kevin,Central Region,Geylang,1.31074,103.89707,Entire home/apt,168,3,0,,,28,307
7529,37084128,Open view,272363828,Veerappan,Central Region,Bukit Merah,1.27991,103.81808000000001,Private room,100,5,0,,,1,363
7530,37095524,2BR Luxury MSL (23),29420853,Aaron,Central Region,Kallang,1.32787,103.8643,Entire home/apt,200,30,0,,,141,365
7531,37095556,1BR Prime Location (14O),272628979,Alvin,Central Region,Kallang,1.3267,103.86776,Entire home/apt,128,14,0,,,7,365
7532,37096106,1BR Central Location (28O),272628979,Alvin,Central Region,Kallang,1.3270899999999999,103.8674,Entire home/apt,122,28,0,,,7,365
7533,37096943,Luxury 3 Bedroom Near Kallang & Bugis (l93br),8492007,Alvin,Central Region,Geylang,1.31431,103.87507,Entire home/apt,281,10,0,,,203,365
7534,37100989,1BR at Prime location. (7C),272628979,Alvin,Central Region,Novena,1.32446,103.85263,Entire home/apt,131,7,0,,,7,365
7535,37101263,1BR at Central location. (14C),272628979,Alvin,Central Region,Novena,1.32364,103.85279,Entire home/apt,131,14,0,,,7,365
7540,37135036,NOVENA! Live the Singapore lifestyle,278109833,Belle,North Region,Central Water Catchment,1.35175,103.81928,Private room,119,1,0,,,31,32
7541,37138771,TIONG BAHRU area with good foods surrounded!!,278109833,Belle,Central Region,Outram,1.2844200000000001,103.83525999999999,Entire home/apt,149,3,0,,,31,62
7543,37139489,Comfortable entire place in Tiong Bahru.,278109833,Belle,Central Region,Bukit Merah,1.28447,103.8343,Entire home/apt,146,3,0,,,31,23
7545,37159829,Chinese style apartment,24615013,서영,Central Region,Singapore River,1.28765,103.84676999999999,Entire home/apt,142,1,0,,,1,234
7548,37162052,"best studio living, next to mrt, convenient, fun",220368734,Ang,North-East Region,Hougang,1.37071,103.89574,Entire home/apt,99,100,0,,,2,358
7549,37162581,Common room nearby Chinese Garden,279628054,Mengshengxuan,West Region,Jurong West,1.34555,103.72256999999999,Private room,79,7,0,,,1,163
7550,37169178,"CITY studio walk 3min to mrt ,orchard,mbs,sentosa",279675699,Ai,Central Region,Geylang,1.3139,103.88149,Entire home/apt,90,1,0,,,2,216
7552,37175724,New Master Room @Orchard/Somerset/Central Area,262337792,Herman,Central Region,River Valley,1.29529,103.83802,Private room,83,13,0,,,11,365
7553,37177655,New Common Room (2) @Orchard/Somerset/Central Area,262337792,Herman,Central Region,River Valley,1.29475,103.83729,Private room,69,6,0,,,11,346
7554,37178104,New Common Room (1) @Orchard/Somerset/Central Area,262337792,Herman,Central Region,River Valley,1.29406,103.83794,Private room,69,6,0,,,11,240
7555,37188509,City Master.2. Queensize Bed Near Chinatown,82725172,Mike,Central Region,Bukit Merah,1.27346,103.83513,Private room,100,2,0,,,9,85
7556,37208266,"City master room walking 3min mrt near orchard,MBS",279675699,Ai,Central Region,Geylang,1.31853,103.88261,Private room,87,2,0,,,2,292
7557,37219959,NEW Window Queenbed Rm @ tiong bahru heritage,2413412,Kaurus,Central Region,Bukit Merah,1.28383,103.83452,Private room,60,18,0,,,112,341
7558,37219965,Hippy heritage BIG Window Queenbed Rm @tiong bahru,8948251,Joey,Central Region,Bukit Merah,1.28482,103.83426999999999,Private room,60,18,0,,,83,341
7559,37219969,Tiong bahru Heritage Window Queenbed Rm near SGH,201775246,Hillary,Central Region,Bukit Merah,1.28383,103.83325,Private room,60,18,0,,,48,341
7560,37219971,prewar Tiong Bahru BIG window Queenbed Rm near SGH,97878860,Chelsey,Central Region,Bukit Merah,1.2857100000000001,103.83465,Private room,60,18,0,,,59,341
7561,37222469,Creative Minimal Private Bedroom,280258224,Rae,West Region,Clementi,1.30565,103.76751999999999,Private room,51,2,0,,,1,151
7562,37226078,Outram Stunning Loft,108818897,Amy,Central Region,Bukit Merah,1.2855299999999998,103.83374,Entire home/apt,149,3,0,,,13,61
7563,37227737,Homesphere Entire Place at Tiong Bahru,278109833,Belle,Central Region,Bukit Merah,1.28421,103.8342,Entire home/apt,146,3,0,,,31,57
7564,37228417,All in one studio with FREE WIFI !,278109833,Belle,Central Region,Bukit Merah,1.28423,103.83377,Entire home/apt,149,3,0,,,31,57
7565,37234668,"FAMILY 2BR IN NOVENA, SINGAPORE",138649185,Paridhi,Central Region,Novena,1.31841,103.84535,Entire home/apt,344,3,0,,,76,364
7566,37236900,New Bedroom En-Suite /WIFI @ Orchard/Somerset Area,10248444,Rc,Central Region,River Valley,1.29587,103.83863000000001,Private room,85,2,0,,,48,346
7568,37241240,Furnished Private Bedroom in Singapore,262897200,Kitty,East Region,Bedok,1.32018,103.94695,Entire home/apt,169,14,0,,,1,58
7569,37242968,Studio Apartment for 5 with kitchen and Bathroom,119613097,Su Moy,Central Region,Rochor,1.30403,103.85016999999999,Entire home/apt,181,1,0,,,27,362
7570,37256636,Newly renovated studio entire place!,278109833,Belle,Central Region,Bukit Merah,1.28423,103.83523000000001,Entire home/apt,100,3,0,,,31,8
7571,37257065,Luxury One Bedroom near Town Area!,278109833,Belle,Central Region,Bukit Merah,1.29098,103.83203,Entire home/apt,172,3,0,,,31,58
7572,37257551,One Bedroom Entire Place for Staycation!,278109833,Belle,Central Region,Bukit Merah,1.29087,103.83095,Entire home/apt,172,3,0,,,31,52
7573,37257738,♥1BR @ Novena District High Floor (vv16),31464513,Darcy,Central Region,Novena,1.32703,103.84753,Entire home/apt,150,14,0,,,114,365
7574,37257916,Nestled In Tiong Bahru Estate! Two Bedrooms!!,278109833,Belle,Central Region,Bukit Merah,1.29037,103.83083,Entire home/apt,196,3,0,,,31,29
7575,37258013,Cosy homestay near Jurong East,278425008,超,West Region,Jurong East,1.3190600000000001,103.74009000000001,Private room,40,180,0,,,1,363
7576,37258754,Two Bedroom near Town! Luxury and Comfy place!,278109833,Belle,Central Region,Bukit Merah,1.29139,103.8303,Entire home/apt,196,3,0,,,31,12
7577,37259293,wonderland apartment,99437944,선경,Central Region,Geylang,1.31477,103.89815,Entire home/apt,89,1,0,,,1,237
7579,37260651,Convenience place near Tiong Bahru for traveller!,278109833,Belle,Central Region,Bukit Merah,1.28551,103.83400999999999,Entire home/apt,100,3,0,,,31,75
7580,37261000,1 Bed Room Little India experience,234870042,Kevin,Central Region,Kallang,1.31606,103.85635,Entire home/apt,169,3,0,,,28,334
7581,37261330,Specially for tourist/Tiong Bahru area/Free WiFi,278109833,Belle,Central Region,Bukit Merah,1.2855299999999998,103.83376,Entire home/apt,100,3,0,,,31,78
7582,37264388,Clean & Cosy 2Bedroom in Central/2MIN. To MRT,197593752,Apt,Central Region,Geylang,1.31403,103.88109,Entire home/apt,144,3,0,,,3,115
7583,37266550,girls day  apartment,267355206,소진,Central Region,Marine Parade,1.30911,103.90174,Entire home/apt,96,1,0,,,1,239
